Name,Age,Position,Finishing,Passing,Pacing,Defending,Keeping,Attacking,Defensive,Level,Overall
João Vitor Moraes,28,Zagueiro,113.2,126.25,129.25,221.60000000000002,0.0,368.7,350.85,1,719.55
Thales Carvalho,27,Zagueiro,112.6,137.5,136.75,199.2,0.0,386.85,335.95,1,722.8
Gustavo da Costa,35,Lateral,129.6,160.0,143.2,155.5,0.0,432.8,298.7,1,731.5
Benício da Rocha,21,Lateral,140.0,170.5,155.2,155.5,0.0,465.7,310.7,1,776.4
Enzo Gabriel Aragão,33,Meio-campista,248.0,272.0,227.2,238.0,0.0,747.2,465.2,2,1212.4
Dr. Cauã Oliveira,26,Meio-campista,340.8,372.0,331.2,332.0,0.0,1044.0,663.2,3,1707.2
Emanuel Souza,22,Meio-campista,349.2,386.0,340.0,344.0,0.0,1075.2,684.0,3,1759.2
Pedro Henrique Silva,33,Meio-campista,338.4,386.0,335.2,334.0,0.0,1059.6,669.2,3,1728.8
Theo Campos,24,Atacante,474.0,437.0,472.0,418.5,0.0,1383.0,890.5,4,2273.5
Yago Pinto,29,Atacante,286.0,248.0,270.5,216.0,0.0,804.5,486.5,2,1291.0
Dr. Pedro Lucas Duarte,29,Goleiro,0.0,438.0,424.5,424.0,544.0,862.5,1392.5,4,2255.0
Paulo Souza,29,Zagueiro,514.1,530.75,529.25,637.6,0.0,1574.1,1166.85,5,2740.95
Emanuel Carvalho,21,Zagueiro,109.0,136.0,136.75,247.20000000000002,0.0,381.75,383.95000000000005,1,765.7
Luiz Fernando da Luz,25,Lateral,124.0,160.0,142.0,160.0,0.0,426.0,302.0,1,728.0
Dr. Danilo Lima,22,Lateral,125.6,155.5,160.0,175.0,0.0,441.1,335.0,1,776.1
Levi Porto,27,Meio-campista,152.8,166.0,136.8,134.0,0.0,455.6,270.8,1,726.4000000000001
Diego Nascimento,25,Meio-campista,148.0,180.0,127.2,141.0,0.0,455.2,268.2,1,723.4
Theo da Cunha,20,Meio-campista,152.8,178.0,137.6,145.0,0.0,468.4,282.6,1,751.0
Carlos Eduardo Peixoto,32,Meio-campista,138.4,168.0,125.6,130.0,0.0,432.0,255.6,1,687.6
Davi Lucas Rocha,33,Atacante,596.0,536.0,567.5,515.5,0.0,1699.5,1083.0,5,2782.5
Sr. Davi Castro,30,Atacante,584.0,536.0,555.5,520.5,0.0,1675.5,1076.0,5,2751.5
Bryan Jesus,26,Goleiro,0.0,249.0,218.0,223.0,299.0,467.0,740.0,2,1207.0
João Pedro Fogaça,31,Zagueiro,313.2,337.5,324.0,460.0,0.0,974.7,784.0,3,1758.7
Lucas Pires,20,Zagueiro,109.9,124.75,130.0,247.20000000000002,0.0,364.65,377.20000000000005,1,741.85
Anthony Moraes,23,Lateral,230.4,272.0,246.8,245.0,0.0,749.2,491.8,2,1241.0
Igor Sales,31,Lateral,131.2,172.0,142.0,166.0,0.0,445.2,308.0,1,753.2
Isaac Teixeira,23,Meio-campista,154.0,196.0,127.2,133.0,0.0,477.2,260.2,1,737.4
Enzo Souza,28,Meio-campista,356.4,384.0,340.0,333.0,0.0,1080.4,673.0,3,1753.4
Cauã Novaes,32,Meio-campista,149.2,162.0,125.6,144.0,0.0,436.79999999999995,269.6,1,706.4
Enrico da Cunha,21,Meio-campista,145.6,166.0,125.6,134.0,0.0,437.20000000000005,259.6,1,696.8000000000001
Enzo Gabriel da Mota,33,Atacante,388.0,335.0,369.0,317.0,0.0,1092.0,686.0,3,1778.0
Lucca Duarte,33,Atacante,368.0,330.0,369.0,322.0,0.0,1067.0,691.0,3,1758.0
Breno da Luz,20,Goleiro,0.0,246.0,223.0,223.5,293.0,469.0,739.5,2,1208.5
Paulo da Mata,29,Zagueiro,109.9,132.25,136.75,224.8,0.0,378.9,361.55,1,740.45
Cauã da Conceição,22,Zagueiro,112.3,130.0,128.5,253.60000000000002,0.0,370.8,382.1,1,752.9000000000001
Dr. Davi Luiz Teixeira,27,Lateral,326.4,355.5,351.6,346.5,0.0,1033.5,698.1,3,1731.6
Arthur da Cruz,34,Lateral,324.8,352.5,345.6,369.0,0.0,1022.9,714.6,3,1737.5
Levi Peixoto,28,Meio-campista,451.6,496.0,432.8,438.0,0.0,1380.4,870.8,4,2251.2
Noah Silveira,33,Meio-campista,344.4,398.0,339.2,335.0,0.0,1081.6,674.2,3,1755.8
Bernardo Fernandes,25,Meio-campista,137.2,192.0,133.6,139.0,0.0,462.79999999999995,272.6,1,735.4
Alexandre Oliveira,28,Meio-campista,145.6,186.0,136.8,130.0,0.0,468.40000000000003,266.8,1,735.2
Luiz Felipe da Paz,23,Atacante,476.0,444.0,469.0,425.0,0.0,1389.0,894.0,4,2283.0
Theo da Rocha,21,Atacante,262.0,235.0,267.5,222.0,0.0,764.5,489.5,2,1254.0
Dr. Nicolas Gomes,28,Goleiro,0.0,132.0,116.0,121.5,193.0,248.0,430.5,1,678.5
Igor da Cunha,29,Zagueiro,210.2,236.0,233.0,334.4,0.0,679.2,567.4,2,1246.6
Cauê Dias,31,Zagueiro,212.6,236.0,234.5,350.4,0.0,683.1,584.9,2,1268.0
Vicente Ramos,21,Lateral,640.0,654.0,643.2,669.0,0.0,1937.2,1312.2,6,3249.4
Miguel Martins,32,Lateral,125.6,175.0,139.6,172.0,0.0,440.20000000000005,311.6,1,751.8000000000001
Luiz Miguel Fernandes,27,Meio-campista,155.2,168.0,139.2,136.0,0.0,462.4,275.2,1,737.5999999999999
Kevin Viana,24,Meio-campista,339.6,370.0,330.4,347.0,0.0,1040.0,677.4,3,1717.4
Sr. Vitor Gabriel Nunes,27,Meio-campista,242.0,290.0,228.0,242.0,0.0,760.0,470.0,2,1230.0
Joaquim Moraes,33,Meio-campista,139.6,196.0,127.2,133.0,0.0,462.8,260.2,1,723.0
Sr. Augusto Lopes,26,Atacante,170.0,150.0,173.5,124.5,0.0,493.5,298.0,1,791.5
Ryan Cavalcanti,20,Atacante,270.0,237.0,254.0,220.0,0.0,761.0,474.0,2,1235.0
Igor Duarte,23,Goleiro,0.0,244.0,218.0,218.5,335.0,462.0,771.5,2,1233.5
Luiz Otávio da Mata,28,Zagueiro,111.1,136.75,123.25,224.8,0.0,371.1,348.05,1,719.1500000000001
Dr. Cauê Peixoto,35,Zagueiro,209.0,234.5,227.75,334.4,0.0,671.25,562.15,2,1233.4
Matheus Pires,28,Lateral,137.6,170.5,139.6,175.0,0.0,447.70000000000005,314.6,1,762.3000000000001
Luiz Otávio Barros,32,Lateral,124.0,155.5,157.6,145.0,0.0,437.1,302.6,1,739.7
Enrico Peixoto,26,Meio-campista,345.6,384.0,326.4,350.0,0.0,1056.0,676.4,3,1732.4
Vitor Hugo Correia,33,Meio-campista,148.0,190.0,127.2,133.0,0.0,465.2,260.2,1,725.4
Luiz Otávio da Mata,21,Meio-campista,157.6,182.0,132.0,143.0,0.0,471.6,275.0,1,746.6
Davi Luiz Melo,26,Meio-campista,448.0,460.0,428.0,431.0,0.0,1336.0,859.0,4,2195.0
Rafael Almeida,20,Atacante,370.0,348.0,358.5,315.0,0.0,1076.5,673.5,3,1750.0
André Carvalho,21,Atacante,196.0,145.0,173.5,115.0,0.0,514.5,288.5,1,803.0
Fernando Araújo,22,Goleiro,0.0,438.0,421.0,415.5,526.0,859.0,1362.5,4,2221.5
Theo Nogueira,28,Zagueiro,214.1,236.75,222.5,318.4,0.0,673.35,540.9,2,1214.25
Yuri da Cruz,33,Zagueiro,214.1,225.5,232.25,299.2,0.0,671.85,531.45,2,1203.3000000000002
Levi Silveira,30,Lateral,228.8,252.5,239.6,272.0,0.0,720.9,511.6,2,1232.5
Diogo Silveira,27,Lateral,139.2,175.0,142.0,146.5,0.0,456.2,288.5,1,744.7
Davi Luiz Pereira,31,Meio-campista,150.4,178.0,124.8,136.0,0.0,453.2,260.8,1,714.0
Rafael Santos,32,Meio-campista,355.2,398.0,338.4,336.0,0.0,1091.6,674.4,3,1766.0
Dr. Kevin Melo,35,Meio-campista,151.6,194.0,132.0,141.0,0.0,477.6,273.0,1,750.6
Pedro Miguel Teixeira,26,Meio-campista,156.4,174.0,132.0,148.0,0.0,462.4,280.0,1,742.4
Luiz Otávio Barbosa,28,Atacante,294.0,244.0,251.0,218.5,0.0,789.0,469.5,2,1258.5
Luigi Santos,26,Atacante,168.0,148.0,158.5,120.5,0.0,474.5,279.0,1,753.5
Gustavo Alves,29,Goleiro,0.0,243.0,218.5,221.5,305.0,461.5,745.0,2,1206.5
Dr. João Lucas da Mata,20,Zagueiro,110.2,127.75,134.5,228.0,0.0,372.45,362.5,1,734.95
Luiz Gustavo Pereira,28,Zagueiro,214.1,223.25,227.0,356.8,0.0,664.35,583.8,2,1248.15
Marcelo da Costa,30,Lateral,334.4,354.0,345.6,375.0,0.0,1034.0,720.6,3,1754.6
Noah Porto,28,Lateral,424.0,457.0,438.4,451.0,0.0,1319.4,889.4,4,2208.8
Murilo Peixoto,21,Meio-campista,344.4,400.0,324.8,347.0,0.0,1069.2,671.8,3,1741.0
Luiz Henrique Vieira,33,Meio-campista,150.4,192.0,136.0,136.0,0.0,478.4,272.0,1,750.4
Lorenzo Oliveira,28,Meio-campista,237.2,276.0,238.4,248.0,0.0,751.6,486.4,2,1238.0
João Vitor Nogueira,30,Meio-campista,239.6,286.0,224.8,249.0,0.0,750.4000000000001,473.8,2,1224.2
Sr. Matheus Cunha,27,Atacante,170.0,141.0,160.0,116.5,0.0,471.0,276.5,1,747.5
Lucas Gabriel Cunha,26,Atacante,166.0,130.0,146.5,121.0,0.0,442.5,267.5,1,710.0
Ryan Barbosa,35,Goleiro,0.0,243.0,219.5,220.0,329.0,462.5,768.5,2,1231.0
Benjamin Almeida,32,Zagueiro,309.6,333.0,323.25,450.4,0.0,965.85,773.65,3,1739.5
Marcelo Fernandes,32,Zagueiro,112.0,136.0,129.25,231.20000000000002,0.0,377.25,360.45000000000005,1,737.7
Dr. Bruno Moreira,24,Lateral,138.4,167.5,158.8,164.5,0.0,464.7,323.3,1,788.0
Sr. Davi Lucca Costa,33,Lateral,240.0,254.0,255.2,270.5,0.0,749.2,525.7,2,1274.9
Dr. Juan Ferreira,22,Meio-campista,250.4,300.0,224.8,235.0,0.0,775.2,459.8,2,1235.0
Enrico Moreira,28,Meio-campista,446.8,490.0,431.2,431.0,0.0,1368.0,862.2,4,2230.2
Sr. Vicente da Mota,35,Meio-campista,352.8,398.0,337.6,337.0,0.0,1088.4,674.6,3,1763.0
Henrique Freitas,33,Meio-campista,251.6,270.0,238.4,232.0,0.0,760.0,470.4,2,1230.4
Dr. Cauê Cavalcanti,33,Atacante,174.0,138.0,160.0,123.0,0.0,472.0,283.0,1,755.0
João Vitor Silveira,22,Atacante,300.0,231.0,266.0,215.5,0.0,797.0,481.5,2,1278.5
Juan Vieira,33,Goleiro,0.0,241.0,220.0,222.0,350.0,461.0,792.0,2,1253.0
Dr. Benjamin Rodrigues,25,Zagueiro,212.9,230.75,236.75,340.8,0.0,680.4,577.55,2,1257.9499999999998
Emanuel Almeida,31,Zagueiro,111.1,136.75,124.75,205.60000000000002,0.0,372.6,330.35,1,702.95
Pedro Lucas Almeida,35,Lateral,125.6,170.5,154.0,148.0,0.0,450.1,302.0,1,752.1
Bruno Barros,35,Lateral,431.2,473.5,458.8,464.5,0.0,1363.5,923.3,4,2286.8
Thales Gonçalves,24,Meio-campista,549.2,562.0,533.6,544.0,0.0,1644.8000000000002,1077.6,5,2722.4
Kaique Cavalcanti,24,Meio-campista,355.2,374.0,327.2,331.0,0.0,1056.4,658.2,3,1714.6000000000001
Gabriel Nogueira,30,Meio-campista,139.6,162.0,137.6,139.0,0.0,439.20000000000005,276.6,1,715.8000000000001
Luiz Henrique Aragão,31,Meio-campista,345.6,396.0,326.4,345.0,0.0,1068.0,671.4,3,1739.4
Antônio Viana,28,Atacante,180.0,132.0,157.0,120.5,0.0,469.0,277.5,1,746.5
Felipe Jesus,21,Atacante,182.0,147.0,148.0,116.0,0.0,477.0,264.0,1,741.0
Dr. João Vitor Ribeiro,26,Goleiro,0.0,334.0,315.0,319.5,393.0,649.0,1027.5,3,1676.5
Erick Alves,30,Zagueiro,415.0,434.5,424.75,524.8,0.0,1274.25,949.55,4,2223.8
Thiago Campos,27,Zagueiro,313.2,323.25,327.0,399.2,0.0,963.45,726.2,3,1689.65
Calebe Nogueira,23,Lateral,125.6,167.5,151.6,157.0,0.0,444.70000000000005,308.6,1,753.3000000000001
Bruno Azevedo,30,Lateral,138.4,164.5,142.0,157.0,0.0,444.9,299.0,1,743.9
Gustavo da Mota,31,Meio-campista,558.8,572.0,528.8,531.0,0.0,1659.6,1059.8,5,2719.3999999999996
Vitor Gabriel Cunha,24,Meio-campista,145.6,184.0,131.2,146.0,0.0,460.8,277.2,1,738.0
Lucas Gabriel da Luz,29,Meio-campista,343.2,394.0,338.4,349.0,0.0,1075.6,687.4,3,1763.0
Calebe Fogaça,35,Meio-campista,351.6,396.0,328.0,348.0,0.0,1075.6,676.0,3,1751.6
Kaique da Mota,28,Atacante,196.0,130.0,172.0,122.0,0.0,498.0,294.0,1,792.0
Nathan Rezende,24,Atacante,278.0,242.0,254.0,220.5,0.0,774.0,474.5,2,1248.5
Sr. Fernando Correia,21,Goleiro,0.0,441.0,422.5,424.5,514.0,863.5,1361.0,4,2224.5
Antônio Mendes,32,Zagueiro,114.1,131.5,127.75,237.6,0.0,373.35,365.35,1,738.7
Sr. João Peixoto,33,Zagueiro,214.7,231.5,231.5,328.0,0.0,677.7,559.5,2,1237.2
Sr. Thiago Ramos,24,Lateral,232.8,248.0,245.6,258.5,0.0,726.4,504.1,2,1230.5
Lucas Gabriel da Costa,26,Lateral,236.0,270.5,255.2,269.0,0.0,761.7,524.2,2,1285.9
Danilo Moraes,26,Meio-campista,150.4,170.0,140.0,138.0,0.0,460.4,278.0,1,738.4
Kevin Silva,27,Meio-campista,145.6,162.0,135.2,132.0,0.0,442.8,267.2,1,710.0
Luiz Gustavo da Luz,29,Meio-campista,250.4,274.0,240.0,239.0,0.0,764.4,479.0,2,1243.4
Diego Jesus,23,Meio-campista,345.6,366.0,332.8,334.0,0.0,1044.4,666.8,3,1711.2
Vitor Araújo,30,Atacante,380.0,332.0,355.5,321.0,0.0,1067.5,676.5,3,1744.0
Marcelo Gomes,30,Atacante,180.0,138.0,169.0,121.5,0.0,487.0,290.5,1,777.5
Vitor Alves,33,Goleiro,0.0,133.0,121.5,121.0,211.0,254.5,453.5,1,708.0
Francisco Ribeiro,34,Zagueiro,209.0,227.0,231.5,324.8,0.0,667.5,556.3,2,1223.8
Dr. Alexandre Araújo,20,Zagueiro,109.9,135.25,137.5,228.0,0.0,382.65,365.5,1,748.15
Heitor Barros,29,Lateral,133.6,157.0,138.4,173.5,0.0,429.0,311.9,1,740.9
João Gabriel Aragão,21,Lateral,137.6,155.5,136.0,155.5,0.0,429.1,291.5,1,720.6
Samuel Azevedo,35,Meio-campista,255.2,282.0,236.8,240.0,0.0,774.0,476.8,2,1250.8
Davi Lucca Vieira,32,Meio-campista,254.0,282.0,232.8,247.0,0.0,768.8,479.8,2,1248.6
Renan das Neves,28,Meio-campista,158.8,174.0,138.4,133.0,0.0,471.20000000000005,271.4,1,742.6
Breno Correia,33,Meio-campista,146.8,188.0,129.6,131.0,0.0,464.4,260.6,1,725.0
Theo Carvalho,30,Atacante,574.0,549.0,564.5,517.5,0.0,1687.5,1082.0,5,2769.5
Felipe Ribeiro,29,Atacante,188.0,130.0,158.5,124.0,0.0,476.5,282.5,1,759.0
Calebe da Paz,28,Goleiro,0.0,332.0,318.0,318.0,441.0,650.0,1077.0,3,1727.0
Pedro Henrique Ribeiro,25,Zagueiro,412.9,429.25,422.5,553.6,0.0,1264.65,976.1,4,2240.75
Davi Lucca Porto,23,Zagueiro,213.2,225.5,229.25,299.2,0.0,667.95,528.45,2,1196.4
Francisco Farias,34,Lateral,125.6,164.5,140.8,146.5,0.0,430.90000000000003,287.3,1,718.2
Henrique Cardoso,20,Lateral,138.4,173.5,150.4,163.0,0.0,462.29999999999995,313.4,1,775.6999999999999
Vitor Hugo Correia,31,Meio-campista,356.4,390.0,336.8,350.0,0.0,1083.2,686.8,3,1770.0
Arthur da Mata,33,Meio-campista,155.2,164.0,135.2,146.0,0.0,454.4,281.2,1,735.5999999999999
Dr. Augusto Sales,24,Meio-campista,250.4,298.0,236.0,234.0,0.0,784.4,470.0,2,1254.4
Carlos Eduardo Pires,33,Meio-campista,151.6,188.0,124.8,130.0,0.0,464.40000000000003,254.8,1,719.2
Pietro Nascimento,28,Atacante,180.0,141.0,154.0,124.0,0.0,475.0,278.0,1,753.0
Luiz Henrique das Neves,26,Atacante,376.0,333.0,352.5,322.5,0.0,1061.5,675.0,3,1736.5
Enrico Alves,29,Goleiro,0.0,347.0,320.5,321.0,438.0,667.5,1079.5,3,1747.0
Thomas Fogaça,25,Zagueiro,211.1,223.25,228.5,350.4,0.0,662.85,578.9,2,1241.75
Leonardo Moura,23,Zagueiro,111.1,127.75,136.75,224.8,0.0,375.6,361.55,1,737.1500000000001
Leonardo Fogaça,22,Lateral,135.2,157.0,137.2,146.5,0.0,429.4,283.7,1,713.0999999999999
Leonardo Nunes,34,Lateral,231.2,254.0,249.2,266.0,0.0,734.4,515.2,2,1249.6
Guilherme da Cunha,32,Meio-campista,139.6,196.0,132.8,139.0,0.0,468.40000000000003,271.8,1,740.2
Samuel Moraes,21,Meio-campista,255.2,280.0,225.6,232.0,0.0,760.8000000000001,457.6,2,1218.4
Thales Dias,29,Meio-campista,444.4,476.0,436.0,444.0,0.0,1356.4,880.0,4,2236.4
Davi Lucca Aragão,34,Meio-campista,140.8,182.0,128.8,134.0,0.0,451.6,262.8,1,714.4000000000001
Luiz Otávio Vieira,34,Atacante,194.0,138.0,145.0,115.5,0.0,477.0,260.5,1,737.5
Felipe Alves,33,Atacante,178.0,137.0,154.0,115.5,0.0,469.0,269.5,1,738.5
Diego da Conceição,28,Goleiro,0.0,143.0,122.5,121.5,193.0,265.5,437.0,1,702.5
Vinicius Freitas,21,Zagueiro,112.3,132.25,122.5,256.8,0.0,367.05,379.3,1,746.35
Vitor Mendes,24,Zagueiro,212.6,224.0,233.75,360.0,0.0,670.35,593.75,2,1264.1
Alexandre Alves,25,Lateral,232.0,270.5,245.6,275.0,0.0,748.1,520.6,2,1268.7
Matheus Peixoto,34,Lateral,428.0,452.5,437.2,455.5,0.0,1317.7,892.7,4,2210.4
Igor Cardoso,29,Meio-campista,236.0,280.0,226.4,243.0,0.0,742.4,469.4,2,1211.8
Antônio Teixeira,22,Meio-campista,344.4,400.0,327.2,350.0,0.0,1071.6,677.2,3,1748.8
Pietro Fernandes,34,Meio-campista,145.6,182.0,138.4,134.0,0.0,466.0,272.4,1,738.4
Emanuel Teixeira,30,Meio-campista,139.6,192.0,126.4,142.0,0.0,458.0,268.4,1,726.4
Sr. Guilherme Monteiro,21,Atacante,188.0,146.0,158.5,122.5,0.0,492.5,281.0,1,773.5
Rodrigo Cardoso,30,Atacante,384.0,341.0,345.0,321.0,0.0,1070.0,666.0,3,1736.0
Rafael Gomes,30,Goleiro,0.0,236.0,224.0,224.5,314.0,460.0,762.5,2,1222.5
Pedro Miguel Duarte,25,Zagueiro,112.0,127.0,136.0,250.4,0.0,375.0,386.4,1,761.4
Sr. Thiago Gonçalves,32,Zagueiro,412.9,427.0,432.25,534.4,0.0,1272.15,966.65,4,2238.8
Marcos Vinicius Cardoso,34,Lateral,239.2,264.5,238.4,254.0,0.0,742.1,492.4,2,1234.5
Otávio Caldeira,32,Lateral,136.8,158.5,137.2,148.0,0.0,432.5,285.2,1,717.7
Sr. Raul da Conceição,34,Meio-campista,258.8,288.0,240.0,250.0,0.0,786.8,490.0,2,1276.8
Sr. Kaique da Cunha,33,Meio-campista,142.0,196.0,129.6,150.0,0.0,467.6,279.6,1,747.2
Paulo Ferreira,31,Meio-campista,136.0,196.0,124.8,130.0,0.0,456.8,254.8,1,711.6
João Vitor Costela,34,Meio-campista,254.0,292.0,236.8,230.0,0.0,782.8,466.8,2,1249.6
João Miguel Cunha,28,Atacante,192.0,144.0,152.5,115.0,0.0,488.5,267.5,1,756.0
Vitor Gabriel Fernandes,34,Atacante,298.0,247.0,273.5,219.5,0.0,818.5,493.0,2,1311.5
Dr. Luiz Felipe Nogueira,20,Goleiro,0.0,235.0,223.5,216.5,344.0,458.5,784.0,2,1242.5
Thiago Nunes,22,Zagueiro,414.1,424.0,430.75,515.2,0.0,1268.85,945.95,4,2214.8
Vinicius Aragão,24,Zagueiro,111.4,123.25,124.0,212.0,0.0,358.65,336.0,1,694.65
Davi Viana,25,Lateral,224.0,248.0,248.0,264.5,0.0,720.0,512.5,2,1232.5
Enrico Moura,24,Lateral,236.0,264.5,254.0,261.5,0.0,754.5,515.5,2,1270.0
Francisco Novaes,32,Meio-campista,152.8,196.0,125.6,131.0,0.0,474.4,256.6,1,731.0
Bernardo Rodrigues,29,Meio-campista,239.6,290.0,231.2,230.0,0.0,760.8,461.2,2,1222.0
Heitor Costa,31,Meio-campista,145.6,168.0,137.6,140.0,0.0,451.20000000000005,277.6,1,728.8000000000001
Lucca da Cruz,26,Meio-campista,151.6,180.0,139.2,141.0,0.0,470.8,280.2,1,751.0
Juan Cardoso,29,Atacante,280.0,240.0,252.5,223.0,0.0,772.5,475.5,2,1248.0
Thales Nunes,31,Atacante,268.0,235.0,246.5,216.0,0.0,749.5,462.5,2,1212.0
João Felipe Nascimento,34,Goleiro,0.0,238.0,224.5,219.0,308.0,462.5,751.5,2,1214.0
Dr. Bryan Jesus,26,Zagueiro,110.5,135.25,134.5,244.0,0.0,380.25,378.5,1,758.75
Benjamin Cavalcanti,23,Zagueiro,512.6,524.0,537.5,615.2,0.0,1574.1,1152.7,5,2726.8
Luiz Gustavo Pinto,29,Lateral,224.8,261.5,257.6,263.0,0.0,743.9000000000001,520.6,2,1264.5
Dr. Marcelo Martins,21,Lateral,335.2,348.0,336.0,354.0,0.0,1019.2,690.0,3,1709.2
Matheus Cardoso,26,Meio-campista,250.4,262.0,238.4,242.0,0.0,750.8,480.4,2,1231.1999999999998
Heitor Moreira,27,Meio-campista,139.6,168.0,140.0,134.0,0.0,447.6,274.0,1,721.6
Vitor Hugo Nunes,23,Meio-campista,357.6,384.0,337.6,349.0,0.0,1079.2,686.6,3,1765.8000000000002
Daniel Lopes,30,Meio-campista,255.2,300.0,238.4,249.0,0.0,793.6,487.4,2,1281.0
João Pedro Cunha,35,Atacante,376.0,344.0,366.0,323.0,0.0,1086.0,689.0,3,1775.0
Francisco Jesus,29,Atacante,192.0,131.0,169.0,123.0,0.0,492.0,292.0,1,784.0
Leandro Azevedo,32,Goleiro,0.0,341.0,315.0,317.0,420.0,656.0,1052.0,3,1708.0
Dr. Pedro Henrique Lopes,23,Zagueiro,212.9,235.25,222.5,360.0,0.0,670.65,582.5,2,1253.15
Daniel Cardoso,20,Zagueiro,514.4,528.5,537.5,615.2,0.0,1580.4,1152.7,5,2733.1000000000004
Raul da Mata,27,Lateral,226.4,263.0,243.2,275.0,0.0,732.5999999999999,518.2,2,1250.8
Benjamin Fernandes,20,Lateral,127.2,169.0,156.4,172.0,0.0,452.6,328.4,1,781.0
Dr. Henrique Costa,23,Meio-campista,445.6,500.0,424.0,450.0,0.0,1369.6,874.0,4,2243.6
Marcos Vinicius Cunha,24,Meio-campista,455.2,480.0,427.2,447.0,0.0,1362.4,874.2,4,2236.6000000000004
Breno Pereira,20,Meio-campista,260.0,282.0,225.6,242.0,0.0,767.6,467.6,2,1235.2
Pedro Lucas Silveira,29,Meio-campista,237.2,260.0,231.2,241.0,0.0,728.4,472.2,2,1200.6
Augusto Lopes,34,Atacante,296.0,249.0,245.0,221.5,0.0,790.0,466.5,2,1256.5
Enrico Costela,34,Atacante,168.0,135.0,164.5,120.0,0.0,467.5,284.5,1,752.0
Sr. Calebe Novaes,21,Goleiro,0.0,447.0,422.0,420.5,496.0,869.0,1338.5,4,2207.5
Danilo Pereira,29,Zagueiro,111.1,133.75,131.5,250.4,0.0,376.35,381.9,1,758.25
Dr. Eduardo Fogaça,20,Zagueiro,112.6,124.0,130.75,250.4,0.0,367.35,381.15,1,748.5
Dr. Guilherme Nunes,35,Lateral,225.6,249.5,250.4,248.0,0.0,725.5,498.4,2,1223.9
André da Luz,30,Lateral,324.0,358.5,343.2,363.0,0.0,1025.7,706.2,3,1731.9
Dr. Ryan da Cunha,20,Meio-campista,345.6,388.0,328.0,334.0,0.0,1061.6,662.0,3,1723.6
Thales da Paz,22,Meio-campista,558.8,594.0,528.0,530.0,0.0,1680.8,1058.0,5,2738.8
Sr. Igor Rodrigues,24,Meio-campista,150.4,188.0,128.8,135.0,0.0,467.2,263.8,1,731.0
Dr. Heitor Barbosa,34,Meio-campista,150.4,190.0,133.6,132.0,0.0,474.0,265.6,1,739.6
Miguel Almeida,31,Atacante,200.0,144.0,155.5,121.0,0.0,499.5,276.5,1,776.0
Dr. Thomas Souza,20,Atacante,372.0,347.0,361.5,323.5,0.0,1080.5,685.0,3,1765.5
Enzo Silveira,34,Goleiro,0.0,148.0,123.5,116.5,238.0,271.5,478.0,1,749.5
Davi Lucas da Mata,28,Zagueiro,110.8,124.0,126.25,205.60000000000002,0.0,361.05,331.85,1,692.9000000000001
Arthur da Mata,35,Zagueiro,110.2,135.25,128.5,240.8,0.0,373.95,369.3,1,743.25
Henrique Peixoto,32,Lateral,229.6,252.5,257.6,255.5,0.0,739.7,513.1,2,1252.8000000000002
Renan Sales,24,Lateral,329.6,349.5,360.0,364.5,0.0,1039.1,724.5,3,1763.6
Sr. Eduardo Carvalho,28,Meio-campista,137.2,196.0,132.8,139.0,0.0,466.0,271.8,1,737.8
Luiz Fernando Barbosa,27,Meio-campista,350.4,390.0,327.2,342.0,0.0,1067.6,669.2,3,1736.8
Yago Fogaça,23,Meio-campista,151.6,180.0,130.4,150.0,0.0,462.0,280.4,1,742.4
Luiz Miguel Jesus,28,Meio-campista,556.4,576.0,532.8,532.0,0.0,1665.2,1064.8,5,2730.0
Rafael da Mota,23,Atacante,370.0,331.0,370.5,315.5,0.0,1071.5,686.0,3,1757.5
Pedro Lucas Cavalcanti,20,Atacante,168.0,146.0,173.5,124.0,0.0,487.5,297.5,1,785.0
Dr. Rodrigo Rezende,24,Goleiro,0.0,247.0,216.0,215.0,326.0,463.0,757.0,2,1220.0
Henrique da Mata,34,Zagueiro,109.9,122.5,130.75,253.60000000000002,0.0,363.15,384.35,1,747.5
Fernando Moreira,20,Zagueiro,113.5,132.25,126.25,228.0,0.0,372.0,354.25,1,726.25
Yago da Rocha,30,Lateral,128.0,172.0,138.4,149.5,0.0,438.4,287.9,1,726.3
João Pedro da Luz,27,Lateral,131.2,152.5,155.2,152.5,0.0,438.9,307.7,1,746.5999999999999
Calebe Duarte,31,Meio-campista,352.8,392.0,324.8,347.0,0.0,1069.6,671.8,3,1741.3999999999999
Gustavo Ramos,25,Meio-campista,239.6,296.0,237.6,250.0,0.0,773.2,487.6,2,1260.8000000000002
João Guilherme Rezende,31,Meio-campista,139.6,200.0,132.0,142.0,0.0,471.6,274.0,1,745.6
João Guilherme Cardoso,26,Meio-campista,139.6,196.0,138.4,142.0,0.0,474.0,280.4,1,754.4
Bernardo Barbosa,33,Atacante,372.0,337.0,348.0,319.5,0.0,1057.0,667.5,3,1724.5
Sr. Luiz Otávio Lopes,21,Atacante,484.0,433.0,455.5,418.0,0.0,1372.5,873.5,4,2246.0
Sr. Thiago Nascimento,20,Goleiro,0.0,147.0,121.0,118.5,241.0,268.0,480.5,1,748.5
Dr. Yuri das Neves,22,Zagueiro,109.0,137.5,127.0,224.8,0.0,373.5,351.8,1,725.3
